v1	I(V2)	I(V3)	I(V4)	I(V5)
Step Information: Run=1  (Run: 1/500)
1.000000000000000e+000	9.994396e-005	4.992286e-005	2.504010e-005	1.246040e-005
Step Information: Run=58  (Run: 58/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332761e-005	1.669396e-005	8.331752e-006	4.152906e-006
6.660000000000000e-001	6.665523e-005	3.338792e-005	1.666350e-005	8.305812e-006
9.990000000000001e-001	9.998285e-005	5.008188e-005	2.499526e-005	1.245872e-005
1.000000000000000e+000	1.000829e-004	5.013201e-005	2.502028e-005	1.247119e-005
Step Information: Run=59  (Run: 59/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335502e-005	1.665393e-005	8.310120e-006	4.159699e-006
6.660000000000000e-001	6.671005e-005	3.330786e-005	1.662024e-005	8.319398e-006
9.990000000000001e-001	1.000651e-004	4.996179e-005	2.493036e-005	1.247910e-005
1.000000000000000e+000	1.001652e-004	5.001180e-005	2.495532e-005	1.249159e-005
Step Information: Run=60  (Run: 60/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329504e-005	1.662977e-005	8.301526e-006	4.162988e-006
6.660000000000000e-001	6.659009e-005	3.325954e-005	1.660305e-005	8.325976e-006
9.990000000000001e-001	9.988513e-005	4.988931e-005	2.490458e-005	1.248896e-005
1.000000000000000e+000	9.998512e-005	4.993924e-005	2.492950e-005	1.250146e-005
Step Information: Run=61  (Run: 61/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330889e-005	1.666347e-005	8.307769e-006	4.166076e-006
6.660000000000000e-001	6.661777e-005	3.332695e-005	1.661554e-005	8.332151e-006
9.990000000000001e-001	9.992666e-005	4.999042e-005	2.492331e-005	1.249823e-005
1.000000000000000e+000	1.000267e-004	5.004046e-005	2.494825e-005	1.251074e-005
Step Information: Run=62  (Run: 62/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327010e-005	1.664898e-005	8.317528e-006	4.178977e-006
6.660000000000000e-001	6.654020e-005	3.329797e-005	1.663506e-005	8.357954e-006
9.990000000000001e-001	9.981029e-005	4.994695e-005	2.495259e-005	1.253693e-005
1.000000000000000e+000	9.991020e-005	4.999695e-005	2.497756e-005	1.254948e-005
Step Information: Run=63  (Run: 63/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324270e-005	1.662684e-005	8.334134e-006	4.157472e-006
6.660000000000000e-001	6.648539e-005	3.325367e-005	1.666827e-005	8.314944e-006
9.990000000000001e-001	9.972809e-005	4.988051e-005	2.500240e-005	1.247242e-005
1.000000000000000e+000	9.982792e-005	4.993044e-005	2.502743e-005	1.248490e-005
Step Information: Run=64  (Run: 64/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334316e-005	1.664843e-005	8.339769e-006	4.159514e-006
6.660000000000000e-001	6.668633e-005	3.329687e-005	1.667954e-005	8.319029e-006
9.990000000000001e-001	1.000295e-004	4.994530e-005	2.501931e-005	1.247854e-005
1.000000000000000e+000	1.001296e-004	4.999529e-005	2.504435e-005	1.249103e-005
Step Information: Run=65  (Run: 65/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.321016e-005	1.663011e-005	8.324059e-006	4.162326e-006
6.660000000000000e-001	6.642033e-005	3.326022e-005	1.664812e-005	8.324651e-006
9.990000000000001e-001	9.963049e-005	4.989033e-005	2.497218e-005	1.248698e-005
1.000000000000000e+000	9.973021e-005	4.994027e-005	2.499718e-005	1.249948e-005
Step Information: Run=66  (Run: 66/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333342e-005	1.664534e-005	8.326409e-006	4.161753e-006
6.660000000000000e-001	6.666683e-005	3.329068e-005	1.665282e-005	8.323505e-006
9.990000000000001e-001	1.000003e-004	4.993602e-005	2.497923e-005	1.248526e-005
1.000000000000000e+000	1.001003e-004	4.998600e-005	2.500423e-005	1.249776e-005
Step Information: Run=67  (Run: 67/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336108e-005	1.660900e-005	8.340405e-006	4.158374e-006
6.660000000000000e-001	6.672216e-005	3.321800e-005	1.668081e-005	8.316749e-006
9.990000000000001e-001	1.000832e-004	4.982699e-005	2.502121e-005	1.247512e-005
1.000000000000000e+000	1.001834e-004	4.987687e-005	2.504626e-005	1.248761e-005
Step Information: Run=68  (Run: 68/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322074e-005	1.665419e-005	8.318479e-006	4.155333e-006
6.660000000000000e-001	6.644148e-005	3.330838e-005	1.663696e-005	8.310666e-006
9.990000000000001e-001	9.966223e-005	4.996257e-005	2.495544e-005	1.246600e-005
1.000000000000000e+000	9.976199e-005	5.001258e-005	2.498042e-005	1.247848e-005
Step Information: Run=69  (Run: 69/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.319130e-005	1.664010e-005	8.315671e-006	4.165684e-006
6.660000000000000e-001	6.638259e-005	3.328021e-005	1.663134e-005	8.331368e-006
9.990000000000001e-001	9.957389e-005	4.992031e-005	2.494701e-005	1.249705e-005
1.000000000000000e+000	9.967356e-005	4.997028e-005	2.497199e-005	1.250956e-005
Step Information: Run=70  (Run: 70/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322828e-005	1.665277e-005	8.315249e-006	4.162488e-006
6.660000000000000e-001	6.645657e-005	3.330553e-005	1.663050e-005	8.324976e-006
9.990000000000001e-001	9.968485e-005	4.995830e-005	2.494575e-005	1.248747e-005
1.000000000000000e+000	9.978464e-005	5.000830e-005	2.497072e-005	1.249996e-005
Step Information: Run=71  (Run: 71/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.341056e-005	1.666086e-005	8.344961e-006	4.169031e-006
6.660000000000000e-001	6.682112e-005	3.332171e-005	1.668992e-005	8.338063e-006
9.990000000000001e-001	1.002317e-004	4.998257e-005	2.503488e-005	1.250709e-005
1.000000000000000e+000	1.003320e-004	5.003260e-005	2.505994e-005	1.251961e-005
Step Information: Run=72  (Run: 72/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336243e-005	1.665334e-005	8.314192e-006	4.169199e-006
6.660000000000000e-001	6.672486e-005	3.330668e-005	1.662838e-005	8.338397e-006
9.990000000000001e-001	1.000873e-004	4.996002e-005	2.494258e-005	1.250760e-005
1.000000000000000e+000	1.001875e-004	5.001003e-005	2.496754e-005	1.252012e-005
Step Information: Run=73  (Run: 73/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326150e-005	1.668578e-005	8.309753e-006	4.154714e-006
6.660000000000000e-001	6.652300e-005	3.337156e-005	1.661951e-005	8.309427e-006
9.990000000000001e-001	9.978451e-005	5.005734e-005	2.492926e-005	1.246414e-005
1.000000000000000e+000	9.988439e-005	5.010744e-005	2.495421e-005	1.247662e-005
Step Information: Run=74  (Run: 74/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325886e-005	1.663581e-005	8.311317e-006	4.161875e-006
6.660000000000000e-001	6.651772e-005	3.327161e-005	1.662263e-005	8.323750e-006
9.990000000000001e-001	9.977659e-005	4.990742e-005	2.493395e-005	1.248563e-005
1.000000000000000e+000	9.987647e-005	4.995737e-005	2.495891e-005	1.249812e-005
Step Information: Run=75  (Run: 75/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.338728e-005	1.664648e-005	8.312893e-006	4.155602e-006
6.660000000000000e-001	6.677456e-005	3.329296e-005	1.662579e-005	8.311205e-006
9.990000000000001e-001	1.001618e-004	4.993944e-005	2.493868e-005	1.246681e-005
1.000000000000000e+000	1.002621e-004	4.998943e-005	2.496365e-005	1.247929e-005
Step Information: Run=76  (Run: 76/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330008e-005	1.667288e-005	8.327337e-006	4.157619e-006
6.660000000000000e-001	6.660015e-005	3.334576e-005	1.665467e-005	8.315237e-006
9.990000000000001e-001	9.990022e-005	5.001864e-005	2.498201e-005	1.247286e-005
1.000000000000000e+000	1.000002e-004	5.006870e-005	2.500702e-005	1.248534e-005
Step Information: Run=77  (Run: 77/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326953e-005	1.668874e-005	8.316691e-006	4.160331e-006
6.660000000000000e-001	6.653907e-005	3.337748e-005	1.663338e-005	8.320661e-006
9.990000000000001e-001	9.980861e-005	5.006622e-005	2.495007e-005	1.248099e-005
1.000000000000000e+000	9.990852e-005	5.011634e-005	2.497505e-005	1.249348e-005
Step Information: Run=78  (Run: 78/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.344566e-005	1.663647e-005	8.318912e-006	4.173308e-006
6.660000000000000e-001	6.689131e-005	3.327294e-005	1.663782e-005	8.346617e-006
9.990000000000001e-001	1.003370e-004	4.990940e-005	2.495674e-005	1.251992e-005
1.000000000000000e+000	1.004374e-004	4.995936e-005	2.498172e-005	1.253246e-005
Step Information: Run=79  (Run: 79/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.317136e-005	1.663660e-005	8.328828e-006	4.169776e-006
6.660000000000000e-001	6.634271e-005	3.327319e-005	1.665766e-005	8.339552e-006
9.990000000000001e-001	9.951407e-005	4.990979e-005	2.498648e-005	1.250933e-005
1.000000000000000e+000	9.961368e-005	4.995975e-005	2.501149e-005	1.252185e-005
Step Information: Run=80  (Run: 80/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333134e-005	1.666427e-005	8.318562e-006	4.165465e-006
6.660000000000000e-001	6.666269e-005	3.332854e-005	1.663712e-005	8.330930e-006
9.990000000000001e-001	9.999403e-005	4.999280e-005	2.495569e-005	1.249639e-005
1.000000000000000e+000	1.000941e-004	5.004285e-005	2.498067e-005	1.250890e-005
Step Information: Run=81  (Run: 81/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332728e-005	1.663106e-005	8.305780e-006	4.156244e-006
6.660000000000000e-001	6.665456e-005	3.326212e-005	1.661156e-005	8.312489e-006
9.990000000000001e-001	9.998184e-005	4.989318e-005	2.491734e-005	1.246873e-005
1.000000000000000e+000	1.000819e-004	4.994313e-005	2.494228e-005	1.248121e-005
Step Information: Run=82  (Run: 82/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.337767e-005	1.670012e-005	8.315540e-006	4.158944e-006
6.660000000000000e-001	6.675534e-005	3.340024e-005	1.663108e-005	8.317887e-006
9.990000000000001e-001	1.001330e-004	5.010035e-005	2.494662e-005	1.247683e-005
1.000000000000000e+000	1.002332e-004	5.015050e-005	2.497159e-005	1.248932e-005
Step Information: Run=83  (Run: 83/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335374e-005	1.669117e-005	8.321515e-006	4.160713e-006
6.660000000000000e-001	6.670749e-005	3.338234e-005	1.664303e-005	8.321425e-006
9.990000000000001e-001	1.000612e-004	5.007352e-005	2.496455e-005	1.248214e-005
1.000000000000000e+000	1.001614e-004	5.012364e-005	2.498953e-005	1.249463e-005
Step Information: Run=84  (Run: 84/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328164e-005	1.665183e-005	8.333081e-006	4.149712e-006
6.660000000000000e-001	6.656328e-005	3.330366e-005	1.666616e-005	8.299425e-006
9.990000000000001e-001	9.984492e-005	4.995549e-005	2.499924e-005	1.244914e-005
1.000000000000000e+000	9.994487e-005	5.000549e-005	2.502427e-005	1.246160e-005
Step Information: Run=85  (Run: 85/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335280e-005	1.666002e-005	8.304410e-006	4.164739e-006
6.660000000000000e-001	6.670560e-005	3.332004e-005	1.660882e-005	8.329477e-006
9.990000000000001e-001	1.000584e-004	4.998007e-005	2.491323e-005	1.249422e-005
1.000000000000000e+000	1.001586e-004	5.003010e-005	2.493817e-005	1.250672e-005
Step Information: Run=86  (Run: 86/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324975e-005	1.665664e-005	8.345794e-006	4.154449e-006
6.660000000000000e-001	6.649950e-005	3.331327e-005	1.669159e-005	8.308898e-006
9.990000000000001e-001	9.974925e-005	4.996991e-005	2.503738e-005	1.246335e-005
1.000000000000000e+000	9.984910e-005	5.001993e-005	2.506244e-005	1.247582e-005
Step Information: Run=87  (Run: 87/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330025e-005	1.664162e-005	8.318815e-006	4.160147e-006
6.660000000000000e-001	6.660050e-005	3.328324e-005	1.663763e-005	8.320293e-006
9.990000000000001e-001	9.990075e-005	4.992487e-005	2.495645e-005	1.248044e-005
1.000000000000000e+000	1.000007e-004	4.997484e-005	2.498143e-005	1.249293e-005
Step Information: Run=88  (Run: 88/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327151e-005	1.667352e-005	8.337144e-006	4.160674e-006
6.660000000000000e-001	6.654301e-005	3.334705e-005	1.667429e-005	8.321347e-006
9.990000000000001e-001	9.981452e-005	5.002056e-005	2.501143e-005	1.248202e-005
1.000000000000000e+000	9.991443e-005	5.007064e-005	2.503647e-005	1.249452e-005
Step Information: Run=89  (Run: 89/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329463e-005	1.661923e-005	8.327344e-006	4.170560e-006
6.660000000000000e-001	6.658927e-005	3.323846e-005	1.665469e-005	8.341121e-006
9.990000000000001e-001	9.988390e-005	4.985769e-005	2.498203e-005	1.251168e-005
1.000000000000000e+000	9.998388e-005	4.990759e-005	2.500704e-005	1.252421e-005
Step Information: Run=90  (Run: 90/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330641e-005	1.670198e-005	8.312548e-006	4.157870e-006
6.660000000000000e-001	6.661283e-005	3.340396e-005	1.662510e-005	8.315739e-006
9.990000000000001e-001	9.991924e-005	5.010594e-005	2.493764e-005	1.247361e-005
1.000000000000000e+000	1.000193e-004	5.015610e-005	2.496261e-005	1.248609e-005
Step Information: Run=91  (Run: 91/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328069e-005	1.664947e-005	8.358799e-006	4.161125e-006
6.660000000000000e-001	6.656138e-005	3.329894e-005	1.671760e-005	8.322250e-006
9.990000000000001e-001	9.984207e-005	4.994842e-005	2.507640e-005	1.248338e-005
1.000000000000000e+000	9.994201e-005	4.999842e-005	2.510150e-005	1.249587e-005
Step Information: Run=92  (Run: 92/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325735e-005	1.664546e-005	8.330854e-006	4.148209e-006
6.660000000000000e-001	6.651470e-005	3.329091e-005	1.666171e-005	8.296417e-006
9.990000000000001e-001	9.977205e-005	4.993637e-005	2.499256e-005	1.244463e-005
1.000000000000000e+000	9.987193e-005	4.998636e-005	2.501758e-005	1.245708e-005
Step Information: Run=93  (Run: 93/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336815e-005	1.665288e-005	8.318872e-006	4.160046e-006
6.660000000000000e-001	6.673629e-005	3.330577e-005	1.663774e-005	8.320091e-006
9.990000000000001e-001	1.001044e-004	4.995866e-005	2.495662e-005	1.248014e-005
1.000000000000000e+000	1.002046e-004	5.000866e-005	2.498160e-005	1.249263e-005
Step Information: Run=94  (Run: 94/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328349e-005	1.664458e-005	8.333677e-006	4.152888e-006
6.660000000000000e-001	6.656699e-005	3.328915e-005	1.666735e-005	8.305777e-006
9.990000000000001e-001	9.985048e-005	4.993373e-005	2.500103e-005	1.245866e-005
1.000000000000000e+000	9.995043e-005	4.998371e-005	2.502606e-005	1.247114e-005
Step Information: Run=95  (Run: 95/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.319043e-005	1.665160e-005	8.323424e-006	4.177212e-006
6.660000000000000e-001	6.638086e-005	3.330320e-005	1.664685e-005	8.354425e-006
9.990000000000001e-001	9.957130e-005	4.995479e-005	2.497027e-005	1.253164e-005
1.000000000000000e+000	9.967096e-005	5.000480e-005	2.499527e-005	1.254418e-005
Step Information: Run=96  (Run: 96/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.337152e-005	1.666501e-005	8.327963e-006	4.163863e-006
6.660000000000000e-001	6.674304e-005	3.333003e-005	1.665593e-005	8.327725e-006
9.990000000000001e-001	1.001146e-004	4.999504e-005	2.498389e-005	1.249159e-005
1.000000000000000e+000	1.002148e-004	5.004509e-005	2.500890e-005	1.250409e-005
Step Information: Run=97  (Run: 97/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324361e-005	1.668669e-005	8.327475e-006	4.156831e-006
6.660000000000000e-001	6.648722e-005	3.337338e-005	1.665495e-005	8.313661e-006
9.990000000000001e-001	9.973084e-005	5.006007e-005	2.498243e-005	1.247049e-005
1.000000000000000e+000	9.983066e-005	5.011018e-005	2.500744e-005	1.248297e-005
Step Information: Run=98  (Run: 98/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330181e-005	1.666876e-005	8.303263e-006	4.147480e-006
6.660000000000000e-001	6.660362e-005	3.333751e-005	1.660653e-005	8.294961e-006
9.990000000000001e-001	9.990543e-005	5.000627e-005	2.490979e-005	1.244244e-005
1.000000000000000e+000	1.000054e-004	5.005633e-005	2.493472e-005	1.245490e-005
Step Information: Run=99  (Run: 99/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331126e-005	1.663458e-005	8.330490e-006	4.160642e-006
6.660000000000000e-001	6.662252e-005	3.326915e-005	1.666098e-005	8.321284e-006
9.990000000000001e-001	9.993379e-005	4.990373e-005	2.499147e-005	1.248193e-005
1.000000000000000e+000	1.000338e-004	4.995368e-005	2.501649e-005	1.249442e-005
Step Information: Run=100  (Run: 100/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326837e-005	1.667440e-005	8.325466e-006	4.161526e-006
6.660000000000000e-001	6.653673e-005	3.334879e-005	1.665093e-005	8.323052e-006
9.990000000000001e-001	9.980510e-005	5.002319e-005	2.497640e-005	1.248458e-005
1.000000000000000e+000	9.990501e-005	5.007326e-005	2.500140e-005	1.249708e-005
Step Information: Run=101  (Run: 101/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331912e-005	1.663334e-005	8.329347e-006	4.160907e-006
6.660000000000000e-001	6.663823e-005	3.326668e-005	1.665869e-005	8.321815e-006
9.990000000000001e-001	9.995735e-005	4.990001e-005	2.498804e-005	1.248272e-005
1.000000000000000e+000	1.000574e-004	4.994996e-005	2.501305e-005	1.249522e-005
Step Information: Run=102  (Run: 102/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329136e-005	1.660281e-005	8.324400e-006	4.166780e-006
6.660000000000000e-001	6.658272e-005	3.320563e-005	1.664880e-005	8.333561e-006
9.990000000000001e-001	9.987407e-005	4.980844e-005	2.497320e-005	1.250034e-005
1.000000000000000e+000	9.997404e-005	4.985830e-005	2.499820e-005	1.251285e-005
Step Information: Run=103  (Run: 103/500)
